pid,title,language,collection,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-15-016,SHA-15-016,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.4,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed and band in front of crowd in national theater,,yes,no,no
SHA-15-016,SHA-15-016,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.4,1962,اثيوبيا، اديس ابابا,شرحبيل احمد وفرقته امام جمهور في المسرح القومي,,yes,no,no
SHA-16-001,SHA-16-001,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,1993-1995,"Britain, London",Sharhabil Ahmed in crowd,,yes,no,no
SHA-16-001,SHA-16-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,1993-1995,بريطانيا، لندن,شرحبيل احمد في جمهور ,,yes,no,no
SHA-16-002,SHA-16-002,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,1998,France,Sharhabil Ahmed with two others,,yes,no,no
SHA-16-002,SHA-16-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,1998,الفرنسا,شرحبيل احمد مع شخصان اخران,,yes,no,no
SHA-16-003,SHA-16-003,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 14.6,1998,France,Sharhabil Ahmed playing 'oud,,yes,no,no
SHA-16-003,SHA-16-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 14.6,1998,الفرنسا,شرحبيل احمد يعزف العود,,yes,no,no
SHA-16-004,SHA-16-004,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2005,"Britain, London",Sharhabil Ahmed in front of Buckingham Palace,,yes,no,no
SHA-16-004,SHA-16-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2005,بريطانيا، لندن,شرحبيل احمد امام قصر بوكينهام ,,yes,no,no
SHA-16-005,SHA-16-005,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2005,"Britain, London",Sharhabil Ahmed in front of Buckingham Palace,,yes,no,no
SHA-16-005,SHA-16-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2005,بريطانيا، لندن,شرحبيل احمد امام قصر بوكينهام ,,yes,no,no
SHA-16-006,SHA-16-006,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 14.7,2005,"Britain, London",Sharhabil Ahmed with 'oud and two others,,yes,no,no
SHA-16-006,SHA-16-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 14.7,2005,بريطانيا، لندن,شرحبيل احمد بالعود وشخصان اخران ,,yes,no,no
SHA-16-007,SHA-16-007,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.2,1995,"Khartoum, Kafouri French Ambassador's Residence",Sharhabil Ahmed and his band,,yes,no,no
SHA-16-007,SHA-16-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.2,1995,الخرطوم، كافوري، منزل السفير الفرنسي,شرحبيل احمد وفرقته,,yes,no,no
SHA-16-008,SHA-16-008,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.2,2009-2011,Omdurman,Sharhabil Ahmed and members of the jazz association,,yes,no,no
SHA-16-008,SHA-16-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.2,2009-2011,امدرمان,شرحبيل احمد واعضاء من اتحاد الجاز,,yes,no,no
SHA-16-009,SHA-16-009,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15,2005,"Britain, Manchester",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-009,SHA-16-009,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15,2005,بريطانيا، منتشستر,شرحبيل احمد بالعود,,yes,no,no
SHA-16-010,SHA-16-010,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15,early 2000s ,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-010,SHA-16-010,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15,early 2000s ,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-011,SHA-16-011,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Crowd at Sharhabil Ahmed concert,,yes,no,no
SHA-16-011,SHA-16-011,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,جمهور في حفل شرحبيل احمد,,yes,no,no
SHA-16-012,SHA-16-012,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Sharhabil Ahmed and his band,,yes,no,no
SHA-16-012,SHA-16-012,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,شرحبيل احمد وفرقته,,yes,no,no
SHA-16-013,SHA-16-013,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2001,"Egypt, Cairo",Sharhabil Ahmed with an 'oud and his band,,yes,no,no
SHA-16-013,SHA-16-013,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2001,مصر، القاهرة,شرحبيل احمد بالعود وفرقته,,yes,no,no
SHA-16-014,SHA-16-014,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2004-2005,"Egypt, Cairo",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-014,SHA-16-014,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2004-2005,مصر، القاهرة,شرحبيل احمد بالعود,,yes,no,no
SHA-16-015,SHA-16-015,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,early 2000s,"Egypt, Cairo",Sharhabil Ahmed's band,,yes,no,no
SHA-16-015,SHA-16-015,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,فرقة شرحبيل احمد,,yes,no,no
SHA-16-016,SHA-16-016,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,early 2000s,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-016,SHA-16-016,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-017,SHA-16-017,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2002-2004,"Egypt, Cairo",Sharhabil Ahmed with an 'oud,,yes,no,no
SHA-16-017,SHA-16-017,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2002-2004,مصر، القاهرة,شرحبيل احمد بالعود,,yes,no,no
SHA-16-018,SHA-16-018,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.1,2003-2004,"Egypt, Cairo",Sharhabil Ahmed concert,,yes,no,no
SHA-16-018,SHA-16-018,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد في الحفل,,yes,no,no
SHA-16-019,SHA-16-019,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2003-2004,"Egypt, Cairo",Sharhabil Ahmed,,yes,no,no
SHA-16-019,SHA-16-019,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2003-2004,مصر، القاهرة,شرحبيل احمد,,yes,no,no
SHA-16-020,SHA-16-020,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-020,SHA-16-020,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-021,SHA-16-021,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.5 by 17.8,early 2000s,"Egypt, Cairo",Sharhabil Ahmed with a guitar,,yes,no,no
SHA-16-021,SHA-16-021,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.5 by 17.8,early 2000s,مصر، القاهرة,شرحبيل احمد بالجيتار,,yes,no,no
SHA-16-022,SHA-16-022,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 13.9,late 1950s,Khartoum,Sharhabil Ahmed and two others in Ms. Beacon's house,,yes,no,no
SHA-16-022,SHA-16-022,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.9,late 1950s,الخرطوم,شرحبيل احمد وشخصان اخران في بيت مسز بيكون,,yes,no,no
SHA-16-023,SHA-16-023,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 13.7,1972,"Egypt, Cairo, Tahrir Square",Sharhabil Ahmed Sayed Ahmed and Afar Katho,,yes,no,no
SHA-16-023,SHA-16-023,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 13.7,1972,مصر، القاهرة، ميدان التحرير,شرحبيل احمد وسيد احمد وافر كاثو,,yes,no,no
SHA-16-024,SHA-16-024,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 13.9,1957-1958,"Egypt, Manufiya, Sirs al Layan",Sharhabil Ahmed and al Min'am Najjar and others,,yes,no,no
SHA-16-024,SHA-16-024,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.9,1957-1958,مصر، المنوفية، سرس الليان,شرحبيل احمد والمنعم نجار واخرون,,yes,no,no
SHA-16-025,SHA-16-025,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9 by 9.6,1957-1959,"Egypt, Manufiya, Sirs al Layan",Sharhabil Ahmed and classmates,,yes,no,no
SHA-16-025,SHA-16-025,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9 by 9.6,1957-1959,مصر، المنوفية، سرس الليان,شرحبيل احمد وزملائه ,,yes,no,no
SHA-17-001,SHA-17-001,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,Abdel Aziz Muhammad Daoud in theater,,yes,no,no
SHA-17-001,SHA-17-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,عبد العزيز محمد داؤود في المسرح,,yes,no,no
SHA-17-002,SHA-17-002,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,Two Kuwaiti officials,,yes,no,no
SHA-17-002,SHA-17-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,المسؤولان الكويتي,,yes,no,no
SHA-17-003,SHA-17-003,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,group of men after concert,,yes,no,no
SHA-17-003,SHA-17-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال بعد الحفلة ,,yes,no,no
SHA-17-004,SHA-17-004,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,group of men including 'Ala al Din Hamza Muhammad Dafallah and Ahmed Hassan Jum'a,,yes,no,no
SHA-17-004,SHA-17-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مجموعة من الرجال من ضمنهم علاء الدين حمزه ومحمد دفع الله واحمد حسن جمعه,,yes,no,no
SHA-17-005,SHA-17-005,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Mirghani al Mamoun and Ahmed Hassan Jum'a recording on Radio Kuwait,,yes,no,no
SHA-17-005,SHA-17-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,مرغني المأمون واحمد حسن حمعه تسجيل في الاذاعة الكويتية,,yes,no,no
SHA-17-006,SHA-17-006,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,Ahmed Hassan Jum'a,,yes,no,no
SHA-17-006,SHA-17-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,احمد حسن جمعه,,yes,no,no
SHA-17-007,SHA-17-007,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,musician who performed with Ahmed Hassan Jum'a,,yes,no,no
SHA-17-007,SHA-17-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,فنان يعزف مع احمد حسن جمعه ,,yes,no,no
SHA-17-008,SHA-17-008,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,crowd at concert of Mirghani al Mamoun and Ahmed Hassan Jum'a,,yes,no,no
SHA-17-008,SHA-17-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,جمهور في حفل مرغني المأمون واحمد حسن جمعه,,yes,no,no
SHA-17-009,SHA-17-009,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Ahmed al Mustafa with 'oud,,yes,no,no
SHA-17-009,SHA-17-009,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,احمد المصطفى بالعود,,yes,no,no
SHA-17-010,SHA-17-010,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Abdel Aziz Muhammad Daoud with Kuwaiti singer ,,yes,no,no
SHA-17-010,SHA-17-010,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,عبد العزيز محمد داؤود ومغني كويتي,,yes,no,no
SHA-17-011,SHA-17-011,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 11.9 by 16.8,1964,Kuwait,crowd of Kuwaitis,,yes,no,no
SHA-17-011,SHA-17-011,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 11.9 by 16.8,1964,الكويت,جمهور من الكويتيين,,yes,no,no
SHA-17-012,SHA-17-012,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13.1 by 17.8,1964,Kuwait,Kuwaiti official,,yes,no,no
SHA-17-012,SHA-17-012,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13.1 by 17.8,1964,الكويت,مسؤولي كويتي,,yes,no,no
SHA-17-013,SHA-17-013,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 17.9,1964,Kuwait,Sayed Khalifa on Kuwaiti Radio,,yes,no,no
SHA-17-013,SHA-17-013,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 17.9,1964,الكويت,سيد خليفة على اذاعة كويتية,,yes,no,no
SHA-17-014,SHA-17-014,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 12 by 16.8,1964,Kuwait,Ahmed al Sharif al Habib commander of Sudanese troops stationed in Kuwait and Kuwaiti officials,,yes,no,no
SHA-17-014,SHA-17-014,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 12 by 16.8,1964,الكويت,احمد الشريف الحبيب قائد الجنود السودانيون المرابطون في الكويت,,yes,no,no
SHA-17-015,SHA-17-015,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Jack Kuwait,photograph 13 by 18.1,1964,Kuwait,Mirghani al Mamoun and Ahmed Hassan Jum'a on Kuwaiti radio,,yes,no,no
SHA-17-015,SHA-17-015,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,استوديو جاك الكويت,photograph 13 by 18.1,1964,الكويت,مرغني المأمون واحمد حسن جمعه في اذاعة الكويتية,,yes,no,no
AAT-01-001,AAT-01-001,en,Abdel Rahman Ali Taha,SAD 2/14/107,Durham Sudan Archive,Sudan Archive Durham University,,photograph 16.1 by 11,1944,"Khartoum, Parliament",Opening of the Northern Sudan Advisory Council,,yes,no,no
AAT-01-001,AAT-01-001,ar,عبد الرحمن علي طه,SAD 2/14/107,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph 16.1 by 11,1944,الخرطوم، البرلمان ,افتتاح مجلس استشاري شمال السودان,,yes,no,no
AAT-01-002,AAT-01-002,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha ,,photograph 15.1 by 10,1952,"Egypt, Cairo",Signing of an agreement between nationalists and the Egyptian government,,yes,no,no
AAT-01-002,AAT-01-002,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى عبد الرحمن علي طه ,,photograph 15.1 by 10,1952,مصر، القاهرة ,توقيع أتفاقية الاستقلاليين والحكومة المصرية ,,yes,no,no
AAT-01-003,AAT-01-003,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 12.2 by 10.3,1949,"United States, Ayer Hall","Abdel Rahman Ali Taha Minister of Education during hs visit to America shaking hands with Dr. Bagolo, President of the Education Conference","An Education Conference organized by Columbia University in the United States. Appearing in the photo are Abdel Rahman Ali Taha and Mr. Griffith, Dean of the Insttute of Bakhta Ruda at the furthest right. ",yes,no,no
AAT-01-003,AAT-01-003,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 12.2 by 10.3,1949,الولايات المتحدة الامريكية، قاعة ايير,عبدالرحمن علي طه وزير المعارف عند زيارته لامريكا يصافح الدكتور بقولو رئيس مؤتمر التعليم,"مؤتمر التعليم الذي نظمته جامعة كولومبيا بالولايات المتحدة الامريكية, ويظهر في الصورة عبدالرحمن علي طه والمستر قريفيث عميد معهد بخت الرضا في أقصى اليمين",yes,no,no
AAT-01-004,AAT-01-004,en,Abdel Rahman Ali Taha,SAD 10/13/532,Durham Sudan Archive,Sudan Archive Durham University,,photogaph 15 by 9.4,1949,,Members of the Executive Council,"Sudanese members in the Executive Council, from right to left: Abdel Rahman Ali Taha, Abdullah Khalil, Ali Badri. On top from the right: Ibrahim Ahmed Abdel Rahman Abdoun,",yes,no,no
AAT-01-004,AAT-01-004,ar,عبد الرحمن علي طه,SAD 10/13/532,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photogaph 15 by 9.4,1949,,اعضاء المجلس التنفيذي,الأعضاء السودانيون في المجلس التنفيذي جلوس من اليمين الى اليسار ، عبد الرحمن على طه ، عبد الله خليل ، على بدري ، وقوف من اليمين الى اليسار ابراهيم احمد عبد الرحمن عبدون,yes,no,no
AAT-01-005,AAT-01-005,en,Abdel Rahman Ali Taha,SAD 11/8/747,Durham Sudan Archive,Sudan Archive Durham University,,photograph 15.9 by 10.3,1954,"Khartoum, Parliament",Convening of Sudanese Parliament,,yes,no,no
AAT-01-005,AAT-01-005,ar,عبد الرحمن علي طه,SAD 11/8/747,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph 15.9 by 10.3,1954,الخرطوم، البرلمان,إنعقاد البرلمان السوداني,,yes,no,no
AAT-01-006,AAT-01-006,en,Abdel Rahman Ali Taha,SAD 10/8/747,Durham Sudan Archive,Sudan Archive Durham University,,photograph 14.3 by 10.2,1954,"Khartoum, Parliament",President Azhari and Sheikh Babikir Bedri at the opening of Parliament,President Isma'il Azhari and Sheikh Babikir Bedri in an event opening parliament,yes,no,no
AAT-01-006,AAT-01-006,ar,عبد الرحمن علي طه,SAD 10/8/747,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph 14.3 by 10.2,1954,الخرطوم ، البرلمان,الرئيس الأزهري والشيخ بابكر بدرى في مناسبة افتتاح البرلمان,الرئيس  اسماعيل الازهري والشيخ بابكر بدري  في مناسبة افتتاح الرلمان,yes,no,no
AAT-01-007,AAT-01-007,en,Abdel Rahman Ali Taha,SAD 4/8/747,Durham Sudan Archive,Sudan Archive Durham University,,photograph14.7 by 10.4,1952,"Egypt, Cairo",Delegation for nationalist-Egyptian government negotiations,"From the right sitting: Abdel Rahman Ali Taha, Muhammad Naguib, Abdullah Fadil al Mahdi, Ali Mahir, Muhammad Salih Shingeiti, Salah Salim. From the right on top: Hussein Thu Fuqar Sabri, Daoud al Khalifa, Ahmed Yusef Hashim, Ziyada Irbab, Muhammad Ahmad al Mahgoub, Ayoub Bih Abdel Magid",yes,no,no
AAT-01-007,AAT-01-007,ar,عبد الرحمن علي طه,SAD 4/8/747,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph14.7 by 10.4,1952,مصر، القاهرة ,وفد مفاوضات الاستقلاليين والحكومة المصرية ,بمنناسبة,yes,no,no
AAT-01-008,AAT-01-008,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 14.7 by 10.4,1952,,Delegation for Sudanese-Egyptian negotiations,,yes,no,no
AAT-01-008,AAT-01-008,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 14.7 by 10.4,1952,,وفد المفاوضات السوداني المصري ,,yes,no,no
AAT-01-009,AAT-01-009,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 14.9 by 10,1950,,"From the left, Nasri Hamza, headmaster of Khor Thaggat secondary school and Abdel Rahman Ali Taha shaking hands on the day of the opening of the school",,yes,no,no
AAT-01-009,AAT-01-009,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 14.9 by 10,1950,من اليسار النصرى حمزه ناظر مدرسة خور طقت الثانوية وعبد الرحمن على طه يتصفحان يوم افتتاح المدرسة  ,من اليسار النصري حمزة ناظر مدرسة خور طقت الثانوية وعبد الرحمن علي طه يتصافحان يوم افتتاح المدرسة ,,yes,no,no
AAT-01-010,AAT-01-010,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 10.6 by 17.8,1952,"Great Britain, Ministry of Foreign Affairs building","Abdel Rahmand al Mahdi, Siddiq al Mahdi, and Abdel Rahman Ali Taha",,yes,no,no
AAT-01-010,AAT-01-010,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 10.6 by 17.8,1952,بريطانيا، وزارة الخارجية,"من اليمين السيد عبدالرحمن, السيد الصديق, عبدالرحمن علي طه",,yes,no,no
AAT-01-011,AAT-01-011,en,Abdel Rahman Ali Taha,SAD 674 photo AA 5244,Durham Sudan Archive,Sudan Archive Durham University,,photograph 15.8 by 10.3,1953,,Elections committee,"Soko Marsan, president of the committee in the middle, to his right the Secretary of the council, Khalifallah Khalid, Gordon Boli Winni. To his left is Abdel Salam al Khalifa and Abdel Fitah Hassan, and Berkins ",yes,no,no
AAT-01-011,AAT-01-011,ar,عبد الرحمن علي طه,SAD 674 photo AA 5244,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph 15.8 by 10.3,1953,, لجنة الأنتخابات ,سوكو مارسن (رئيس اللجنة ) في الوسط وعلى يمينه سكرتير اللجنة ، خلف الله خالد ، غوردون بولي وينى. وعلى يساره عبد السلام الخليفة ، عبد الفتاح حسن ،وبيركنز,yes,no,no
AAT-01-012,AAT-01-012,en,Abdel Rahman Ali Taha,SAD 11/13/532,                ,Sudan Archive Durham University,,photograph 15.8 by 9.9,12/12/1948,Khartoum,Opening of the Legislative Assembly,,yes,no,no
AAT-01-012,AAT-01-012,ar,عبد الرحمن علي طه,SAD 11/13/532,ارشيف السودان درهم,ارشيف السودان جامعة درم,,photograph 15.8 by 9.9,12/12/1948,الخرطوم,افتتاح الجمعية التشريعة ,,yes,no,no
AAT-01-013,AAT-01-013,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 13.5 by 19.1,1952,Great Britain,Abdel Rahman Ali Taha and Abdel Rahman al Mahdi,Sayed Abdel Rahman al Mahdi on a trip to Britain to hurry the approval of the self-governance constitution. Behind him is Abdel Rahman Ali Taha,yes,no,no
AAT-01-013,AAT-01-013,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 13.5 by 19.1,1952,بريطانيا,السيد عبدالرحمن المهدي في رحلة الى بريطانيا وخلفه عبدالرحمن علي طه,السيد عبدالرحمن المهدي في رحلة إلى بريطانيا لإستعجال التصديق بدستور الحكم الذاتي ويظهر خلفه عبدالرحمن علي طه,yes,no,no
AAT-01-014,AAT-01-014,en,Abdel Rahman Ali Taha,,Fadwa Ali Taha,Fadwa Ali Taha,,photograph 21.5 by 16.6,1967,"Khartoum, Khartoum University",Graduation at Khartoum University including Abdel Rahman Ali Taha and others,"From the right: Abdel Rahman Ali Taha, Nasr al Haj Ali, Ibrahim Ahmed, Hawa Ali present at event of the granting of honorary doctorates from University of Khartoum",yes,no,no
AAT-01-014,AAT-01-014,ar,عبد الرحمن علي طه,,فدوى علي طه,فدوى علي طه,,photograph 21.5 by 16.6,1967,الخرطوم ،جامعة الخرطوم,عبد الرحمن على طه في احتفالات منحه الدكتوراة الفخرية جامعة الخرطوم,من اليسار لليمين : عبد الرحمن علي طه ، نصر الحاج على ، ابراهيم احمد ، حواء على البصير بمناسبة منحة الدكتوراة الفخرية من جامعة الخرطوم ,yes,no,no
